FileName,EmoClass,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
Ses01F_script01_1_M016,neu,2.6667,3.6667,2.3333,Unknown,M,Train
Ses01F_script01_1_M017,neu,2.6667,3.0000,2.6667,Unknown,M,Train
Ses01F_script01_1_M018,fru,3.3333,3.0000,3.6667,Unknown,M,Test
Ses01F_script01_1_M019,ang,4.3333,2.0000,4.0000,Unknown,M,Train
Ses01F_script01_1_M020,fru,4.0000,2.6667,3.6667,Unknown,M,Train
Ses01F_script01_1_M021,fru,3.0000,2.0000,2.3333,Unknown,M,Train
Ses01F_script01_1_M022,fru,3.3333,2.0000,3.3333,Unknown,M,Test
Ses01F_script01_1_M023,neu,2.0000,3.0000,2.3333,Unknown,M,Test
Ses01F_script01_1_M024,neu,1.6667,2.6667,2.0000,Unknown,M,Train
Ses01F_script01_1_M025,neu,2.0000,2.6667,3.0000,Unknown,M,Train
Ses01F_script01_1_M026,fru,3.3333,2.0000,3.0000,Unknown,M,Train
Ses01F_script01_1_M027,fru,2.6667,3.0000,2.6667,Unknown,M,Train
Ses01F_script01_1_M028,fru,3.0000,2.0000,1.6667,Unknown,M,Train
Ses01F_script01_1_M029,fru,3.0000,2.6667,3.3333,Unknown,M,Validation
Ses01F_script01_1_M030,fru,4.3333,1.6667,4.6667,Unknown,M,Train
Ses01F_script01_1_M031,fru,2.0000,2.0000,1.3333,Unknown,M,Validation
Ses01F_script01_1_M032,fru,3.6667,2.6667,3.3333,Unknown,M,Train
Ses01F_script01_1_M033,fru,2.0000,2.0000,3.0000,Unknown,M,Train
Ses01F_script01_1_M034,neu,2.6667,3.0000,3.3333,Unknown,M,Test
Ses01F_script01_1_M035,fru,2.3333,2.3333,2.3333,Unknown,M,Validation
Ses01F_script01_1_M036,fru,3.3333,3.0000,3.0000,Unknown,M,Validation
Ses01F_script01_1_M037,fru,4.0000,3.0000,4.0000,Unknown,M,Train
Ses01F_script01_1_M038,fru,3.6667,2.6667,3.6667,Unknown,M,Train
Ses01F_script01_1_M039,neu,1.6667,3.0000,2.0000,Unknown,M,Train
Ses01F_script01_1_M040,neu,1.6667,3.0000,2.0000,Unknown,M,Train
Ses01F_script01_1_M041,fru,2.6667,2.6667,2.3333,Unknown,M,Train
Ses01F_script01_1_M042,fru,2.6667,3.0000,3.6667,Unknown,M,Test
Ses01F_script01_1_M043,fru,2.3333,3.0000,3.3333,Unknown,M,Validation
Ses01M_impro05_F000,neu,3.0000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro05_F001,neu,2.5000,3.0000,3.5000,Unknown,F,Test
Ses01M_impro05_F002,neu,2.5000,3.0000,3.5000,Unknown,F,Test
Ses01M_impro05_F003,neu,3.5000,3.0000,2.5000,Unknown,F,Train
Ses01M_impro05_F004,neu,3.0000,3.0000,3.5000,Unknown,F,Validation
Ses01M_impro05_F005,neu,2.5000,2.5000,3.0000,Unknown,F,Train
Ses01M_impro05_F006,neu,2.5000,2.5000,3.0000,Unknown,F,Test
Ses01M_impro05_F007,neu,2.0000,2.5000,3.0000,Unknown,F,Validation
Ses01M_impro05_F008,fru,2.5000,2.0000,3.5000,Unknown,F,Train
Ses01M_impro05_F009,xxx,3.0000,2.0000,4.0000,Unknown,F,Train
Ses01M_impro05_F010,xxx,3.0000,2.0000,3.5000,Unknown,F,Validation
Ses01M_impro05_F011,neu,3.0000,3.5000,3.5000,Unknown,F,Train
Ses01M_impro05_F012,neu,3.5000,3.0000,3.5000,Unknown,F,Train
Ses01M_impro05_F013,neu,2.5000,3.0000,3.5000,Unknown,F,Test
Ses01M_impro05_F014,neu,2.5000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro05_F015,neu,3.5000,2.5000,4.0000,Unknown,F,Test
Ses01M_impro05_F016,neu,3.0000,2.5000,4.0000,Unknown,F,Train
Ses01M_impro05_F017,neu,3.0000,2.5000,3.0000,Unknown,F,Train
Ses01M_impro05_F018,neu,3.0000,3.0000,3.5000,Unknown,F,Train
Ses01M_impro05_F019,neu,4.0000,2.0000,4.0000,Unknown,F,Test
Ses01M_impro05_F020,neu,3.5000,3.5000,4.0000,Unknown,F,Train
Ses01M_impro05_F021,neu,2.5000,3.0000,3.0000,Unknown,F,Validation
Ses01M_impro05_F022,neu,2.5000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro05_F023,neu,2.5000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro05_F024,neu,3.0000,3.0000,3.5000,Unknown,F,Train
Ses01M_impro05_F025,neu,3.0000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro05_F026,neu,2.0000,3.0000,3.0000,Unknown,F,Test
Ses01M_impro05_F027,neu,2.5000,3.0000,2.5000,Unknown,F,Train
Ses01M_impro05_F028,neu,2.0000,2.5000,3.0000,Unknown,F,Train
Ses01M_impro05_F029,neu,2.5000,2.5000,2.5000,Unknown,F,Test
Ses01M_impro05_F030,neu,2.5000,2.5000,3.5000,Unknown,F,Test
Ses01M_impro05_F031,neu,3.0000,2.5000,2.5000,Unknown,F,Train
Ses01M_impro05_F032,neu,2.5000,2.0000,3.5000,Unknown,F,Train
Ses01M_impro05_F033,neu,2.5000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro05_F034,neu,3.5000,2.0000,3.5000,Unknown,F,Test
Ses01M_impro05_F035,fru,2.5000,2.5000,3.5000,Unknown,F,Train
Ses01M_impro05_F036,xxx,2.5000,3.0000,3.5000,Unknown,F,Train
Ses01M_impro05_F037,xxx,2.5000,2.5000,3.0000,Unknown,F,Train
Ses01M_impro05_M000,fru,3.5000,1.5000,4.5000,Unknown,M,Validation
Ses01M_impro05_M001,fru,4.0000,1.5000,4.5000,Unknown,M,Validation
Ses01M_impro05_M002,fru,4.0000,1.0000,4.5000,Unknown,M,Test
Ses01M_impro05_M003,xxx,4.0000,1.0000,5.0000,Unknown,M,Train
Ses01M_impro05_M004,ang,4.0000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro05_M005,ang,4.5000,1.0000,5.0000,Unknown,M,Train
Ses01M_impro05_M006,ang,4.5000,1.0000,5.0000,Unknown,M,Test
Ses01M_impro05_M007,ang,4.5000,1.0000,4.5000,Unknown,M,Train
Ses01M_impro05_M008,ang,4.0000,1.0000,5.0000,Unknown,M,Train
Ses01M_impro05_M009,fru,3.0000,1.5000,4.0000,Unknown,M,Train
Ses01M_impro05_M010,fru,4.0000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro05_M011,xxx,4.5000,1.5000,5.0000,Unknown,M,Validation
Ses01M_impro05_M012,xxx,4.5000,1.0000,5.0000,Unknown,M,Train
Ses01M_impro05_M013,xxx,5.0000,1.0000,5.0000,Unknown,M,Train
Ses01M_impro05_M014,xxx,4.0000,1.5000,4.5000,Unknown,M,Test
Ses01M_impro05_M015,neu,2.0000,2.5000,3.0000,Unknown,M,Train
Ses01M_impro05_M016,xxx,3.5000,2.0000,4.5000,Unknown,M,Train
Ses01M_impro05_M017,xxx,4.0000,1.5000,3.5000,Unknown,M,Test
Ses01M_impro05_M018,fru,3.5000,2.0000,3.5000,Unknown,M,Test
Ses01M_impro05_M019,xxx,3.5000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro05_M020,ang,3.0000,2.0000,3.5000,Unknown,M,Train
Ses01M_impro05_M021,ang,4.0000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro05_M022,ang,4.0000,1.5000,4.5000,Unknown,M,Validation
Ses01M_impro05_M023,ang,3.5000,1.0000,5.0000,Unknown,M,Train
Ses01M_impro05_M024,ang,4.0000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro05_M025,ang,4.5000,2.0000,4.0000,Unknown,M,Train
Ses01M_impro05_M026,ang,5.0000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro05_M027,ang,4.0000,1.5000,4.0000,Unknown,M,Train
Ses01M_impro05_M028,ang,4.5000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro05_M029,xxx,4.0000,1.5000,4.5000,Unknown,M,Test
Ses01M_impro05_M030,fru,2.5000,1.5000,3.0000,Unknown,M,Test
Ses01M_impro05_M031,ang,5.0000,1.0000,4.5000,Unknown,M,Validation
Ses01F_script02_2_F000,neu,1.5000,3.0000,2.5000,Unknown,F,Test
Ses01F_script02_2_F001,neu,2.0000,2.5000,3.0000,Unknown,F,Test
Ses01F_script02_2_F002,xxx,2.5000,2.5000,2.5000,Unknown,F,Test
Ses01F_script02_2_F003,xxx,3.5000,2.5000,3.5000,Unknown,F,Train
Ses01F_script02_2_F004,xxx,3.5000,2.5000,2.5000,Unknown,F,Train
Ses01F_script02_2_F005,xxx,2.5000,2.5000,3.0000,Unknown,F,Train
Ses01F_script02_2_F006,ang,4.5000,1.5000,4.0000,Unknown,F,Train
Ses01F_script02_2_F007,fru,3.5000,1.5000,3.0000,Unknown,F,Train
Ses01F_script02_2_F008,ang,3.0000,1.5000,3.5000,Unknown,F,Test
Ses01F_script02_2_F009,ang,4.0000,2.0000,4.0000,Unknown,F,Validation
Ses01F_script02_2_F010,ang,3.5000,2.0000,3.5000,Unknown,F,Train
Ses01F_script02_2_F011,xxx,4.0000,2.0000,3.0000,Unknown,F,Validation
Ses01F_script02_2_F012,fru,4.0000,1.5000,3.5000,Unknown,F,Train
Ses01F_script02_2_F013,fru,1.5000,1.5000,2.5000,Unknown,F,Test
Ses01F_script02_2_F014,xxx,3.0000,2.0000,2.5000,Unknown,F,Train
Ses01F_script02_2_F015,sad,2.5000,1.5000,2.5000,Unknown,F,Test
Ses01F_script02_2_F016,ang,4.5000,1.5000,4.0000,Unknown,F,Train
Ses01F_script02_2_F017,neu,2.0000,2.5000,2.0000,Unknown,F,Train
Ses01F_script02_2_F018,xxx,2.0000,2.5000,2.5000,Unknown,F,Test
Ses01F_script02_2_F019,hap,2.5000,3.0000,2.5000,Unknown,F,Train
Ses01F_script02_2_F020,xxx,2.5000,3.5000,2.0000,Unknown,F,Train
Ses01F_script02_2_F021,fru,2.5000,3.5000,2.0000,Unknown,F,Test
Ses01F_script02_2_F022,sad,1.5000,2.0000,2.5000,Unknown,F,Train
Ses01F_script02_2_F023,neu,1.5000,2.0000,2.5000,Unknown,F,Train
Ses01F_script02_2_F024,xxx,2.0000,4.0000,2.0000,Unknown,F,Train
Ses01F_script02_2_F025,fru,2.0000,4.0000,2.5000,Unknown,F,Train
Ses01F_script02_2_F026,neu,1.5000,4.0000,3.0000,Unknown,F,Train
Ses01F_script02_2_F027,fru,2.0000,2.5000,2.5000,Unknown,F,Train
Ses01F_script02_2_F028,xxx,2.5000,2.5000,2.5000,Unknown,F,Train
Ses01F_script02_2_F029,fru,3.0000,2.0000,2.5000,Unknown,F,Test
Ses01F_script02_2_F030,fru,3.0000,2.0000,3.0000,Unknown,F,Train
Ses01F_script02_2_F031,xxx,3.0000,2.5000,2.5000,Unknown,F,Test
Ses01F_script02_2_F032,fru,3.0000,2.5000,2.5000,Unknown,F,Validation
Ses01F_script02_2_F033,fru,2.5000,2.5000,2.0000,Unknown,F,Train
Ses01F_script02_2_F034,sad,2.0000,2.5000,2.0000,Unknown,F,Validation
Ses01F_script02_2_F035,sad,2.5000,2.0000,2.0000,Unknown,F,Train
Ses01F_script02_2_F036,sad,2.5000,2.5000,1.5000,Unknown,F,Train
Ses01F_script02_2_F037,sur,3.5000,2.0000,3.0000,Unknown,F,Validation
Ses01F_script02_2_F038,sur,3.5000,2.5000,2.5000,Unknown,F,Validation
Ses01F_script02_2_F039,xxx,3.5000,2.0000,2.5000,Unknown,F,Validation
Ses01F_script02_2_F040,sad,1.5000,2.0000,2.0000,Unknown,F,Validation
Ses01F_script02_2_F041,neu,1.5000,3.0000,2.5000,Unknown,F,Train
Ses01F_script02_2_F042,hap,2.0000,4.0000,2.0000,Unknown,F,Train
Ses01F_script02_2_F043,hap,3.0000,4.0000,2.5000,Unknown,F,Validation
Ses01F_script02_2_F044,hap,2.5000,4.0000,2.0000,Unknown,F,Train
Ses01F_script02_2_F045,hap,1.5000,3.5000,1.5000,Unknown,F,Validation
Ses01F_script02_2_F046,sad,1.5000,3.0000,2.0000,Unknown,F,Train
Ses01F_script02_2_F047,neu,2.5000,3.5000,2.0000,Unknown,F,Test
Ses01F_script02_2_M000,exc,3.5000,4.5000,2.5000,Unknown,M,Validation
Ses01F_script02_2_M001,exc,2.5000,4.5000,2.0000,Unknown,M,Train
Ses01F_script02_2_M002,neu,2.5000,3.5000,2.0000,Unknown,M,Train
Ses01F_script02_2_M003,xxx,2.5000,3.5000,3.0000,Unknown,M,Train
Ses01F_script02_2_M004,fru,3.5000,2.5000,3.0000,Unknown,M,Test
Ses01F_script02_2_M005,xxx,2.5000,3.0000,2.0000,Unknown,M,Validation
Ses01F_script02_2_M006,neu,2.0000,3.0000,1.5000,Unknown,M,Train
Ses01F_script02_2_M007,fru,3.0000,3.0000,1.5000,Unknown,M,Train
Ses01F_script02_2_M008,fru,3.5000,2.5000,3.0000,Unknown,M,Train
Ses01F_script02_2_M009,fru,3.5000,2.5000,3.0000,Unknown,M,Train
Ses01F_script02_2_M010,fru,2.5000,2.5000,3.0000,Unknown,M,Test
Ses01F_script02_2_M011,fru,3.0000,3.0000,2.5000,Unknown,M,Train
Ses01F_script02_2_M012,xxx,3.0000,2.5000,3.0000,Unknown,M,Validation
Ses01F_script02_2_M013,fru,3.5000,2.5000,2.5000,Unknown,M,Train
Ses01F_script02_2_M014,fru,2.5000,2.5000,2.0000,Unknown,M,Validation
Ses01F_script02_2_M015,fru,2.5000,2.5000,2.0000,Unknown,M,Validation
Ses01F_script02_2_M016,neu,2.5000,2.5000,2.5000,Unknown,M,Test
Ses01F_script02_2_M017,neu,2.5000,2.5000,2.5000,Unknown,M,Validation
Ses01F_script02_2_M018,xxx,2.5000,3.0000,3.0000,Unknown,M,Train
Ses01F_script02_2_M019,neu,3.0000,3.0000,2.5000,Unknown,M,Train
Ses01F_script02_2_M020,fru,2.5000,2.5000,2.0000,Unknown,M,Train
Ses01F_script02_2_M021,neu,2.5000,3.0000,1.5000,Unknown,M,Train
Ses01F_script02_2_M022,neu,2.5000,3.5000,1.5000,Unknown,M,Train
Ses01F_script02_2_M023,neu,2.5000,3.5000,2.0000,Unknown,M,Train
Ses01F_script02_2_M024,hap,2.5000,4.0000,2.0000,Unknown,M,Train
Ses01F_script02_2_M025,xxx,3.0000,2.5000,2.0000,Unknown,M,Test
Ses01F_script02_2_M026,hap,2.5000,3.5000,1.5000,Unknown,M,Train
Ses01F_script02_2_M027,oth,2.5000,2.5000,1.5000,Unknown,M,Train
Ses01F_script02_2_M028,xxx,3.0000,2.5000,2.5000,Unknown,M,Train
Ses01F_script02_2_M029,xxx,3.0000,2.5000,3.0000,Unknown,M,Train
Ses01F_script02_2_M030,xxx,3.5000,2.5000,4.0000,Unknown,M,Validation
Ses01F_script02_2_M031,fru,3.5000,1.5000,4.0000,Unknown,M,Train
Ses01F_script02_2_M032,fru,4.0000,1.5000,4.0000,Unknown,M,Train
Ses01F_script02_2_M033,neu,1.5000,2.5000,2.5000,Unknown,M,Train
Ses01F_script02_2_M034,xxx,1.5000,2.0000,2.0000,Unknown,M,Train
Ses01F_script02_2_M035,fru,1.5000,2.0000,2.0000,Unknown,M,Validation
Ses01F_script02_2_M036,fru,3.5000,1.5000,2.0000,Unknown,M,Train
Ses01F_script02_2_M037,sad,2.0000,2.0000,1.0000,Unknown,M,Train
Ses01F_script02_2_M038,sad,2.5000,2.0000,2.5000,Unknown,M,Test
Ses01F_script02_2_M039,sur,1.5000,3.0000,1.5000,Unknown,M,Train
Ses01F_script02_2_M040,neu,2.5000,3.0000,2.5000,Unknown,M,Train
Ses01F_script02_2_M041,fru,2.5000,3.5000,2.5000,Unknown,M,Test
Ses01F_script02_2_M042,neu,2.5000,4.0000,2.5000,Unknown,M,Train
Ses01F_script02_2_M043,neu,2.0000,4.0000,2.5000,Unknown,M,Train
Ses01F_script02_2_M044,hap,2.5000,4.0000,2.5000,Unknown,M,Train
Ses01F_script02_2_M045,xxx,2.5000,2.5000,2.0000,Unknown,M,Train
Ses01F_script02_2_M046,hap,2.5000,4.0000,1.5000,Unknown,M,Train
Ses01F_script02_2_M047,neu,2.5000,3.0000,2.0000,Unknown,M,Test
Ses01F_script02_2_M048,neu,3.0000,3.5000,2.5000,Unknown,M,Test
Ses01F_script02_2_M049,hap,2.5000,3.5000,2.5000,Unknown,M,Train
Ses01F_impro04_F000,neu,3.0000,3.0000,3.0000,Unknown,F,Validation
Ses01F_impro04_F001,neu,2.5000,2.5000,3.0000,Unknown,F,Test
Ses01F_impro04_F002,fru,3.5000,2.5000,3.0000,Unknown,F,Test
Ses01F_impro04_F003,xxx,3.0000,2.5000,2.5000,Unknown,F,Train
Ses01F_impro04_F004,xxx,2.5000,2.5000,2.0000,Unknown,F,Train
Ses01F_impro04_F005,neu,2.0000,3.0000,2.5000,Unknown,F,Train
Ses01F_impro04_F006,neu,3.5000,3.0000,3.5000,Unknown,F,Train
Ses01F_impro04_F007,fru,3.5000,3.0000,4.0000,Unknown,F,Train
Ses01F_impro04_F008,xxx,3.5000,2.0000,3.5000,Unknown,F,Validation
Ses01F_impro04_F009,neu,2.5000,2.5000,2.5000,Unknown,F,Train
Ses01F_impro04_F010,xxx,3.5000,2.0000,3.0000,Unknown,F,Test
Ses01F_impro04_F011,xxx,3.0000,2.5000,3.0000,Unknown,F,Train
Ses01F_impro04_F012,xxx,2.5000,2.5000,4.0000,Unknown,F,Test
Ses01F_impro04_F013,neu,3.5000,3.0000,3.5000,Unknown,F,Test
Ses01F_impro04_F014,neu,3.0000,2.5000,2.5000,Unknown,F,Train
Ses01F_impro04_F015,xxx,4.0000,2.0000,3.5000,Unknown,F,Test
Ses01F_impro04_F016,fru,4.0000,2.0000,3.5000,Unknown,F,Train
Ses01F_impro04_F017,fru,4.5000,2.0000,4.0000,Unknown,F,Train
Ses01F_impro04_F018,fru,4.5000,2.0000,3.5000,Unknown,F,Train
Ses01F_impro04_F019,fru,3.5000,3.0000,3.0000,Unknown,F,Test
Ses01F_impro04_F020,xxx,3.0000,2.0000,3.5000,Unknown,F,Train
Ses01F_impro04_F021,fru,2.0000,2.0000,3.0000,Unknown,F,Test
Ses01F_impro04_F022,fru,2.0000,2.0000,2.5000,Unknown,F,Validation
Ses01F_impro04_F023,fru,2.5000,2.0000,3.0000,Unknown,F,Validation
Ses01F_impro04_F024,fru,2.5000,2.5000,3.5000,Unknown,F,Train
Ses01F_impro04_F025,fru,2.5000,2.5000,3.0000,Unknown,F,Test
Ses01F_impro04_F026,fru,2.0000,2.5000,3.5000,Unknown,F,Train
Ses01F_impro04_F027,fru,2.0000,2.5000,3.0000,Unknown,F,Train
Ses01F_impro04_F028,ang,3.5000,2.0000,3.5000,Unknown,F,Test
Ses01F_impro04_F029,ang,4.0000,1.5000,4.0000,Unknown,F,Train
Ses01F_impro04_F030,ang,3.5000,1.5000,4.0000,Unknown,F,Train
Ses01F_impro04_F031,ang,3.0000,1.5000,3.5000,Unknown,F,Train
Ses01F_impro04_F032,ang,3.5000,2.0000,3.5000,Unknown,F,Validation
Ses01F_impro04_F033,ang,3.5000,1.5000,4.5000,Unknown,F,Train
Ses01F_impro04_M000,neu,2.5000,3.0000,2.5000,Unknown,M,Test
Ses01F_impro04_M001,neu,2.5000,3.0000,2.0000,Unknown,M,Train
Ses01F_impro04_M002,neu,2.5000,3.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M003,neu,2.5000,3.0000,2.5000,Unknown,M,Train
Ses01F_impro04_M004,neu,3.0000,3.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M005,neu,3.0000,3.0000,3.0000,Unknown,M,Test
Ses01F_impro04_M006,neu,3.5000,3.0000,2.5000,Unknown,M,Train
Ses01F_impro04_M007,neu,3.0000,3.5000,2.5000,Unknown,M,Test
Ses01F_impro04_M008,neu,3.0000,3.0000,2.5000,Unknown,M,Validation
Ses01F_impro04_M009,neu,3.0000,3.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M010,neu,2.5000,3.0000,2.0000,Unknown,M,Train
Ses01F_impro04_M011,neu,3.0000,3.0000,2.5000,Unknown,M,Train
Ses01F_impro04_M012,neu,3.0000,3.0000,2.5000,Unknown,M,Train
Ses01F_impro04_M013,neu,2.0000,3.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M014,neu,3.5000,3.5000,3.5000,Unknown,M,Train
Ses01F_impro04_M015,neu,3.5000,2.5000,3.0000,Unknown,M,Test
Ses01F_impro04_M016,neu,2.5000,3.0000,2.5000,Unknown,M,Test
Ses01F_impro04_M017,neu,3.5000,3.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M018,neu,3.5000,3.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M019,neu,2.5000,3.0000,2.5000,Unknown,M,Train
Ses01F_impro04_M020,neu,2.5000,3.0000,2.5000,Unknown,M,Train
Ses01F_impro04_M021,neu,3.5000,3.5000,3.0000,Unknown,M,Train
Ses01F_impro04_M022,neu,2.5000,3.0000,2.5000,Unknown,M,Train
Ses01F_impro04_M023,neu,2.5000,2.5000,2.0000,Unknown,M,Train
Ses01F_impro04_M024,neu,2.5000,3.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M025,neu,3.5000,3.0000,3.5000,Unknown,M,Train
Ses01F_impro04_M026,neu,3.0000,3.5000,3.0000,Unknown,M,Train
Ses01F_impro04_M027,neu,3.5000,3.5000,3.5000,Unknown,M,Train
Ses01F_impro04_M028,neu,2.5000,3.0000,2.0000,Unknown,M,Train
Ses01F_impro04_M029,fru,3.5000,2.5000,3.5000,Unknown,M,Train
Ses01F_impro04_M030,fru,2.5000,2.5000,3.0000,Unknown,M,Train
Ses01F_impro04_M031,neu,2.5000,3.0000,2.5000,Unknown,M,Validation
Ses01F_impro04_M032,neu,2.0000,2.5000,1.5000,Unknown,M,Validation
Ses01F_impro04_M033,xxx,3.5000,2.5000,2.0000,Unknown,M,Train
Ses01F_impro04_M034,fru,2.0000,2.5000,2.0000,Unknown,M,Train
Ses01F_impro04_M035,fru,3.5000,2.0000,3.0000,Unknown,M,Train
Ses01F_impro04_M036,xxx,3.0000,2.5000,3.5000,Unknown,M,Train
Ses01M_script01_1_F000,fru,1.6667,2.0000,1.6667,Unknown,F,Test
Ses01M_script01_1_F001,sur,2.6667,2.0000,3.0000,Unknown,F,Train
Ses01M_script01_1_F002,sur,3.3333,2.0000,3.0000,Unknown,F,Validation
Ses01M_script01_1_F003,sur,2.6667,2.6667,2.6667,Unknown,F,Train
Ses01M_script01_1_F004,sad,2.0000,2.0000,2.0000,Unknown,F,Validation
Ses01M_script01_1_F005,sad,1.6667,2.3333,2.3333,Unknown,F,Train
Ses01M_script01_1_F006,sad,2.3333,2.0000,1.6667,Unknown,F,Train
Ses01M_script01_1_F007,fru,3.0000,2.3333,3.3333,Unknown,F,Test
Ses01M_script01_1_F008,ang,2.3333,2.3333,2.6667,Unknown,F,Validation
Ses01M_script01_1_F009,xxx,2.6667,2.0000,4.0000,Unknown,F,Train
Ses01M_script01_1_F010,sur,3.0000,2.3333,3.6667,Unknown,F,Validation
Ses01M_script01_1_F011,ang,3.3333,2.3333,3.3333,Unknown,F,Test
Ses01M_script01_1_F012,fru,2.3333,2.3333,3.0000,Unknown,F,Train
Ses01M_script01_1_F013,xxx,2.3333,2.6667,3.6667,Unknown,F,Test
Ses01M_script01_1_F014,ang,3.3333,1.6667,4.0000,Unknown,F,Test
Ses01M_script01_1_F015,ang,3.3333,2.0000,4.3333,Unknown,F,Train
Ses01M_script01_1_F016,ang,4.3333,1.6667,4.3333,Unknown,F,Train
Ses01M_script01_1_F017,ang,2.3333,2.0000,2.6667,Unknown,F,Validation
Ses01M_script01_1_F018,xxx,2.6667,2.3333,3.0000,Unknown,F,Validation
Ses01M_script01_1_F019,fru,3.0000,2.3333,3.0000,Unknown,F,Validation
Ses01M_script01_1_F020,ang,3.6667,1.6667,4.0000,Unknown,F,Test
Ses01M_script01_1_F021,xxx,2.6667,3.0000,2.3333,Unknown,F,Train
Ses01M_script01_1_F022,fru,2.6667,2.3333,3.3333,Unknown,F,Validation
Ses01M_script01_1_F023,ang,3.6667,1.6667,4.3333,Unknown,F,Test
Ses01M_script01_1_F024,ang,4.3333,1.6667,4.3333,Unknown,F,Train
Ses01M_script01_1_F025,neu,2.6667,3.3333,3.0000,Unknown,F,Train
Ses01M_script01_1_F026,neu,2.3333,3.0000,3.0000,Unknown,F,Test
Ses01M_script01_1_F027,fru,3.3333,2.3333,3.6667,Unknown,F,Test
Ses01M_script01_1_F028,fru,2.6667,2.6667,2.6667,Unknown,F,Validation
Ses01M_script01_1_F029,ang,2.6667,2.3333,3.3333,Unknown,F,Test
Ses01M_script01_1_F030,ang,4.0000,1.6667,4.0000,Unknown,F,Train
Ses01M_script01_1_F031,sad,2.6667,2.0000,3.3333,Unknown,F,Validation
Ses01M_script01_1_F032,ang,3.0000,2.0000,4.0000,Unknown,F,Train
Ses01M_script01_1_F033,xxx,2.3333,3.0000,2.3333,Unknown,F,Train
Ses01M_script01_1_F034,sur,3.0000,1.6667,3.3333,Unknown,F,Train
Ses01M_script01_1_F035,ang,3.6667,2.6667,3.6667,Unknown,F,Train
Ses01M_script01_1_F036,ang,4.3333,1.3333,4.3333,Unknown,F,Train
Ses01M_script01_1_F037,ang,3.3333,2.0000,4.3333,Unknown,F,Test
Ses01M_script01_1_F038,xxx,2.6667,2.3333,4.0000,Unknown,F,Validation
Ses01M_script01_1_F039,ang,3.0000,1.6667,4.0000,Unknown,F,Train
Ses01M_script01_1_F040,ang,4.3333,1.0000,4.3333,Unknown,F,Validation
Ses01M_script01_1_F041,ang,4.3333,1.6667,4.0000,Unknown,F,Train
Ses01M_script01_1_F042,ang,3.3333,2.0000,2.6667,Unknown,F,Train
Ses01M_script01_1_F043,ang,2.0000,3.0000,2.3333,Unknown,F,Train
Ses01M_script01_1_M000,neu,2.0000,2.6667,2.0000,Unknown,M,Train
Ses01M_script01_1_M001,xxx,2.0000,2.6667,1.6667,Unknown,M,Test
Ses01M_script01_1_M002,neu,2.3333,2.3333,1.6667,Unknown,M,Validation
Ses01M_script01_1_M003,sad,2.3333,2.0000,1.6667,Unknown,M,Validation
Ses01M_script01_1_M004,sad,2.0000,2.0000,2.3333,Unknown,M,Train
Ses01M_script01_1_M005,sad,2.6667,2.0000,2.3333,Unknown,M,Train
Ses01M_script01_1_M006,sad,2.3333,2.3333,1.6667,Unknown,M,Train
Ses01M_script01_1_M007,sad,2.3333,3.0000,2.0000,Unknown,M,Train
Ses01M_script01_1_M008,fru,3.0000,2.3333,3.0000,Unknown,M,Train
Ses01M_script01_1_M009,xxx,3.0000,2.3333,3.3333,Unknown,M,Train
Ses01M_script01_1_M010,fru,3.3333,2.6667,3.6667,Unknown,M,Test
Ses01M_script01_1_M011,fru,2.6667,2.3333,3.3333,Unknown,M,Train
Ses01M_script01_1_M012,fru,4.0000,2.0000,4.0000,Unknown,M,Train
Ses01M_script01_1_M013,fru,2.0000,2.6667,3.0000,Unknown,M,Train
Ses01M_script01_1_M014,fru,2.6667,2.6667,2.0000,Unknown,M,Train
Ses01M_script01_1_M015,fru,2.6667,3.0000,2.0000,Unknown,M,Validation
Ses01M_script01_1_M016,xxx,2.3333,3.0000,3.0000,Unknown,M,Train
Ses01M_script01_1_M017,neu,3.0000,3.0000,3.3333,Unknown,M,Test
Ses01M_script01_1_M018,fru,3.0000,2.6667,3.3333,Unknown,M,Train
Ses01M_script01_1_M019,fru,3.6667,2.6667,3.3333,Unknown,M,Train
Ses01M_script01_1_M020,ang,4.0000,1.6667,4.3333,Unknown,M,Validation
Ses01M_script01_1_M021,ang,3.3333,2.3333,4.3333,Unknown,M,Train
